study,questionnaire,question,item,answer_list,text,question_text,text_de,question_text_de,dataset,variable
soep-pretest,pre_2008_muki_c,WW3_5,1,,186,Competition affinity mother (test):  Number total,186,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T01
soep-pretest,pre_2008_muki_c,WW3_5,2,,239,Competition affinity mother (test):  Number total,239,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T02
soep-pretest,pre_2008_muki_c,WW3_5,3,,138,Competition affinity mother (test):  Number total,138,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T03
soep-pretest,pre_2008_muki_c,WW3_5,4,,91,Competition affinity mother (test):  Number total,91,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T04
soep-pretest,pre_2008_muki_c,WW3_5,5,,187,Competition affinity mother (test):  Number total,187,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T05
soep-pretest,pre_2008_muki_c,WW3_5,6,,87,Competition affinity mother (test):  Number total,87,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T06
soep-pretest,pre_2008_muki_c,WW3_5,7,,133,Competition affinity mother (test):  Number total,133,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T07
soep-pretest,pre_2008_muki_c,WW3_5,8,,192,Competition affinity mother (test):  Number total,192,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T08
soep-pretest,pre_2008_muki_c,WW3_5,9,,157,Competition affinity mother (test):  Number total,157,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T09
soep-pretest,pre_2008_muki_c,WW3_5,10,,170,Competition affinity mother (test):  Number total,170,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T10
soep-pretest,pre_2008_muki_c,WW3_5,11,,139,Competition affinity mother (test):  Number total,139,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T11
soep-pretest,pre_2008_muki_c,WW3_5,12,,228,Competition affinity mother (test):  Number total,228,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T12
soep-pretest,pre_2008_muki_c,WW3_5,13,,179,Competition affinity mother (test):  Number total,179,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T13
soep-pretest,pre_2008_muki_c,WW3_5,14,,131,Competition affinity mother (test):  Number total,131,Wettbewerbsneigung Mutter (Test): Anzahl total ,pre_2008_muki_c,WW03T14
soep-pretest,pre_2008_muki_c,WW3_6,,,Competition affinity mother (test):  Number total (sum),,Wettbewerbsneigung Mutter (Test): Anzahl total (Summe),,pre_2008_muki_c,ww03to
soep-pretest,pre_2008_muki_c,WW5,,WW5,What do you think: do other mothers with whom we played with solve more arithmetic problems than you?,,"Was glauben Sie, lösen andere Mütter mit denen wir dieses Spiel durchführen, weniger oder mehr Aufgaben richtig als Sie?",,pre_2008_muki_c,ww05
soep-pretest,pre_2008_muki_c,WW5_1,,,"Imagine that we play that game with 100 mothers. What do you think, how many mothers solve more arithmetic problems correctly than you?",,"Stellen Sie sich vor, wir führen dieses Spiel mit 100 Müttern durch. Was glauben Sie, wie viele dieser 100 Mütter lösen mehr Aufgaben richtig als Sie?",,pre_2008_muki_c,ww05a
soep-pretest,pre_2008_muki_c,WW6,,WW6,Did you understand the difference between alternative 1 and alternative 2?,,Haben Sie den Unterschied von Variante 1 und Variante 2 verstanden?,,pre_2008_muki_c,ww06
soep-pretest,pre_2008_muki_c,WW7,,WW7,For what alternative do you opt?,,Für welche Variante entscheiden Sie sich?,,pre_2008_muki_c,ww07
soep-pretest,pre_2008_muki_c,WW8,1,,120,Competition affinity mother: Sum-up the numbers. Enter the result.,120,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0801
soep-pretest,pre_2008_muki_c,WW8,2,,98,Competition affinity mother: Sum-up the numbers. Enter the result.,98,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0802
soep-pretest,pre_2008_muki_c,WW8,3,,167,Competition affinity mother: Sum-up the numbers. Enter the result.,167,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0803
soep-pretest,pre_2008_muki_c,WW8,4,,128,Competition affinity mother: Sum-up the numbers. Enter the result.,128,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0804
soep-pretest,pre_2008_muki_c,WW8,5,,200,Competition affinity mother: Sum-up the numbers. Enter the result.,200,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0805
soep-pretest,pre_2008_muki_c,WW8,6,,149,Competition affinity mother: Sum-up the numbers. Enter the result.,149,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0806
soep-pretest,pre_2008_muki_c,WW8,7,,179,Competition affinity mother: Sum-up the numbers. Enter the result.,179,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0807
soep-pretest,pre_2008_muki_c,WW8,8,,241,Competition affinity mother: Sum-up the numbers. Enter the result.,241,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0808
soep-pretest,pre_2008_muki_c,WW8,9,,139,Competition affinity mother: Sum-up the numbers. Enter the result.,139,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0809
soep-pretest,pre_2008_muki_c,WW8,10,,264,Competition affinity mother: Sum-up the numbers. Enter the result.,264,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0810
soep-pretest,pre_2008_muki_c,WW8,11,,129,Competition affinity mother: Sum-up the numbers. Enter the result.,129,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0811
soep-pretest,pre_2008_muki_c,WW8,12,,148,Competition affinity mother: Sum-up the numbers. Enter the result.,148,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0812
soep-pretest,pre_2008_muki_c,WW8,13,,117,Competition affinity mother: Sum-up the numbers. Enter the result.,117,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0813
soep-pretest,pre_2008_muki_c,WW8,14,,168,Competition affinity mother: Sum-up the numbers. Enter the result.,168,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0814
soep-pretest,pre_2008_muki_c,WW8,15,,203,Competition affinity mother: Sum-up the numbers. Enter the result.,203,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0815
soep-pretest,pre_2008_muki_c,WW8,16,,109,Competition affinity mother: Sum-up the numbers. Enter the result.,109,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0816
soep-pretest,pre_2008_muki_c,WW8,17,,100,Competition affinity mother: Sum-up the numbers. Enter the result.,100,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0817
soep-pretest,pre_2008_muki_c,WW8,18,,131,Competition affinity mother: Sum-up the numbers. Enter the result.,131,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0818
soep-pretest,pre_2008_muki_c,WW8,19,,99,Competition affinity mother: Sum-up the numbers. Enter the result.,99,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0819
soep-pretest,pre_2008_muki_c,WW8,20,,152,Competition affinity mother: Sum-up the numbers. Enter the result.,152,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0820
soep-pretest,pre_2008_muki_c,WW8,21,,138,Competition affinity mother: Sum-up the numbers. Enter the result.,138,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0821
soep-pretest,pre_2008_muki_c,WW8,22,,199,Competition affinity mother: Sum-up the numbers. Enter the result.,199,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0822
soep-pretest,pre_2008_muki_c,WW8,23,,137,Competition affinity mother: Sum-up the numbers. Enter the result.,137,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0823
soep-pretest,pre_2008_muki_c,WW8,24,,148,Competition affinity mother: Sum-up the numbers. Enter the result.,148,Wettbewerbsneigung Mutter: Zählen Sie die Zahlen zusammen. Tragen Sie das Ergebnis ein.,pre_2008_muki_c,WW0824
soep-pretest,pre_2008_muki_c,WW8_1,1,,120,Competition affinity mother: duration in seconds,120,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D01
soep-pretest,pre_2008_muki_c,WW8_1,2,,98,Competition affinity mother: duration in seconds,98,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D02
soep-pretest,pre_2008_muki_c,WW8_1,3,,167,Competition affinity mother: duration in seconds,167,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D03
soep-pretest,pre_2008_muki_c,WW8_1,4,,128,Competition affinity mother: duration in seconds,128,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D04
soep-pretest,pre_2008_muki_c,WW8_1,5,,200,Competition affinity mother: duration in seconds,200,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D05
soep-pretest,pre_2008_muki_c,WW8_1,6,,149,Competition affinity mother: duration in seconds,149,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D06
soep-pretest,pre_2008_muki_c,WW8_1,7,,179,Competition affinity mother: duration in seconds,179,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D07
soep-pretest,pre_2008_muki_c,WW8_1,8,,241,Competition affinity mother: duration in seconds,241,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D08
soep-pretest,pre_2008_muki_c,WW8_1,9,,139,Competition affinity mother: duration in seconds,139,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D09
soep-pretest,pre_2008_muki_c,WW8_1,10,,264,Competition affinity mother: duration in seconds,264,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D10
soep-pretest,pre_2008_muki_c,WW8_1,11,,129,Competition affinity mother: duration in seconds,129,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D11
soep-pretest,pre_2008_muki_c,WW8_1,12,,148,Competition affinity mother: duration in seconds,148,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D12
soep-pretest,pre_2008_muki_c,WW8_1,13,,117,Competition affinity mother: duration in seconds,117,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D13
soep-pretest,pre_2008_muki_c,WW8_1,14,,168,Competition affinity mother: duration in seconds,168,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D14
soep-pretest,pre_2008_muki_c,WW8_1,15,,203,Competition affinity mother: duration in seconds,203,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D15
soep-pretest,pre_2008_muki_c,WW8_1,16,,109,Competition affinity mother: duration in seconds,109,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D16
soep-pretest,pre_2008_muki_c,WW8_1,17,,100,Competition affinity mother: duration in seconds,100,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D17
soep-pretest,pre_2008_muki_c,WW8_1,18,,131,Competition affinity mother: duration in seconds,131,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D18
soep-pretest,pre_2008_muki_c,WW8_1,19,,99,Competition affinity mother: duration in seconds,99,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D19
soep-pretest,pre_2008_muki_c,WW8_1,20,,152,Competition affinity mother: duration in seconds,152,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D20
soep-pretest,pre_2008_muki_c,WW8_1,21,,138,Competition affinity mother: duration in seconds,138,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D21
soep-pretest,pre_2008_muki_c,WW8_1,22,,199,Competition affinity mother: duration in seconds,199,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D22
soep-pretest,pre_2008_muki_c,WW8_1,23,,137,Competition affinity mother: duration in seconds,137,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D23
soep-pretest,pre_2008_muki_c,WW8_1,24,,148,Competition affinity mother: duration in seconds,148,Wettbewerbsneigung Mutter: Dauer in Sekunden,pre_2008_muki_c,WW08D24
soep-pretest,pre_2008_muki_c,WW8_2,,,Competition affinity mother: End after . Seconds,,Wettbewerbsneigung Mutter: Abbruch nach ... Sekunden,,pre_2008_muki_c,ww08end
soep-pretest,pre_2008_muki_c,WW8_3,1,,120,Competition affinity mother: Number right ,120,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R01
soep-pretest,pre_2008_muki_c,WW8_3,2,,98,Competition affinity mother: Number right ,98,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R02
soep-pretest,pre_2008_muki_c,WW8_3,3,,167,Competition affinity mother: Number right ,167,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R03
soep-pretest,pre_2008_muki_c,WW8_3,4,,128,Competition affinity mother: Number right ,128,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R04
soep-pretest,pre_2008_muki_c,WW8_3,5,,200,Competition affinity mother: Number right ,200,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R05
soep-pretest,pre_2008_muki_c,WW8_3,6,,149,Competition affinity mother: Number right ,149,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R06
soep-pretest,pre_2008_muki_c,WW8_3,7,,179,Competition affinity mother: Number right ,179,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R07
soep-pretest,pre_2008_muki_c,WW8_3,8,,241,Competition affinity mother: Number right ,241,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R08
soep-pretest,pre_2008_muki_c,WW8_3,9,,139,Competition affinity mother: Number right ,139,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R09
soep-pretest,pre_2008_muki_c,WW8_3,10,,264,Competition affinity mother: Number right ,264,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R10
soep-pretest,pre_2008_muki_c,WW8_3,11,,129,Competition affinity mother: Number right ,129,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R11
soep-pretest,pre_2008_muki_c,WW8_3,12,,148,Competition affinity mother: Number right ,148,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R12
soep-pretest,pre_2008_muki_c,WW8_3,13,,117,Competition affinity mother: Number right ,117,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R13
soep-pretest,pre_2008_muki_c,WW8_3,14,,168,Competition affinity mother: Number right ,168,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R14
soep-pretest,pre_2008_muki_c,WW8_3,15,,203,Competition affinity mother: Number right ,203,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R15
soep-pretest,pre_2008_muki_c,WW8_3,16,,109,Competition affinity mother: Number right ,109,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R16
soep-pretest,pre_2008_muki_c,WW8_3,17,,100,Competition affinity mother: Number right ,100,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R17
soep-pretest,pre_2008_muki_c,WW8_3,18,,131,Competition affinity mother: Number right ,131,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R18
soep-pretest,pre_2008_muki_c,WW8_3,19,,99,Competition affinity mother: Number right ,99,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R19
soep-pretest,pre_2008_muki_c,WW8_3,20,,152,Competition affinity mother: Number right ,152,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R20
soep-pretest,pre_2008_muki_c,WW8_3,21,,138,Competition affinity mother: Number right ,138,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R21
soep-pretest,pre_2008_muki_c,WW8_3,22,,199,Competition affinity mother: Number right ,199,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R22
soep-pretest,pre_2008_muki_c,WW8_3,23,,137,Competition affinity mother: Number right ,137,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R23
soep-pretest,pre_2008_muki_c,WW8_3,24,,148,Competition affinity mother: Number right ,148,Wettbewerbsneigung Mutter: Anzahl richtig,pre_2008_muki_c,WW08R24
soep-pretest,pre_2008_muki_c,WW8_4,,,Competition affinity mother: Number right (sum),,Wettbewerbsneigung Mutter: Anzahl richtig (Summe),,pre_2008_muki_c,ww08ric
soep-pretest,pre_2008_muki_c,WW8_5,1,,120,Competition affinity mother: Number total,120,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T01
soep-pretest,pre_2008_muki_c,WW8_5,2,,98,Competition affinity mother: Number total,98,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T02
soep-pretest,pre_2008_muki_c,WW8_5,3,,167,Competition affinity mother: Number total,167,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T03
soep-pretest,pre_2008_muki_c,WW8_5,4,,128,Competition affinity mother: Number total,128,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T04
soep-pretest,pre_2008_muki_c,WW8_5,5,,200,Competition affinity mother: Number total,200,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T05
soep-pretest,pre_2008_muki_c,WW8_5,6,,149,Competition affinity mother: Number total,149,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T06
soep-pretest,pre_2008_muki_c,WW8_5,7,,179,Competition affinity mother: Number total,179,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T07
soep-pretest,pre_2008_muki_c,WW8_5,8,,241,Competition affinity mother: Number total,241,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T08
soep-pretest,pre_2008_muki_c,WW8_5,9,,139,Competition affinity mother: Number total,139,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T09
soep-pretest,pre_2008_muki_c,WW8_5,10,,264,Competition affinity mother: Number total,264,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T10
soep-pretest,pre_2008_muki_c,WW8_5,11,,129,Competition affinity mother: Number total,129,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T11
soep-pretest,pre_2008_muki_c,WW8_5,12,,148,Competition affinity mother: Number total,148,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T12
soep-pretest,pre_2008_muki_c,WW8_5,13,,117,Competition affinity mother: Number total,117,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T13
soep-pretest,pre_2008_muki_c,WW8_5,14,,168,Competition affinity mother: Number total,168,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T14
soep-pretest,pre_2008_muki_c,WW8_5,15,,203,Competition affinity mother: Number total,203,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T15
soep-pretest,pre_2008_muki_c,WW8_5,16,,109,Competition affinity mother: Number total,109,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T16
soep-pretest,pre_2008_muki_c,WW8_5,17,,100,Competition affinity mother: Number total,100,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T17
soep-pretest,pre_2008_muki_c,WW8_5,18,,131,Competition affinity mother: Number total,131,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T18
soep-pretest,pre_2008_muki_c,WW8_5,19,,99,Competition affinity mother: Number total,99,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T19
soep-pretest,pre_2008_muki_c,WW8_5,20,,152,Competition affinity mother: Number total,152,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T20
soep-pretest,pre_2008_muki_c,WW8_5,21,,138,Competition affinity mother: Number total,138,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T21
soep-pretest,pre_2008_muki_c,WW8_5,22,,199,Competition affinity mother: Number total,199,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T22
soep-pretest,pre_2008_muki_c,WW8_5,23,,137,Competition affinity mother: Number total,137,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T23
soep-pretest,pre_2008_muki_c,WW8_5,24,,148,Competition affinity mother: Number total,148,Wettbewerbsneigung Mutter: Anzahl total,pre_2008_muki_c,WW08T24
soep-pretest,pre_2008_muki_c,WW8_5,,,Competition affinity mother: Number total (sum),,Wettbewerbsneigung Mutter: Anzahl total (Summe),,pre_2008_muki_c,ww08to
soep-pretest,pre_2008_muki_c,WW8,,,"Competition affinity mother: Winning amount (is calculated too high by a factor of 1 , as there was a value > 90 sec considered.)",,"Wettbewerbsneigung Mutter: Gewinnbetrag (Um Faktor 1 zu hoch berechnet, da noch ein Wert > 90 sek. berücksichtigt wurde.)",,pre_2008_muki_c,wwgew
soep-pretest,pre_2008_muki_c,WW9,,,Competition affinity mother: Tap on a field to select the result of another mother.,,"Wettbewerbsneigung Mutter: Tippen Sie jetzt auf ein Feld, um das Ergebnis einer anderen Mutter auszuwählen.",,pre_2008_muki_c,wwam_sj
soep-pretest,pre_2008_muki_c,WW10,,,Competition affinity mother: Here you see the result of the other mother.,,"Wettbewerbsneigung Mutter: Hier sehen Sie das Ergebnis, das die andere Mutter erzielt hat.",,pre_2008_muki_c,wwam_ri
soep-pretest,pre_2008_muki_c,RP1,,RP1,"Risk experiment mother: As you can see, you can gain a considerable sum of money in this decision experiment. Therefore carefully consider each of your decisions. Can we start with the experiment?",,"Risikoexperiment Mutter: Wie Sie sehen, können Sie in diesem Entscheidungsexperiment eine beträchtliche Summe Geld gewinnen. Überlegen Sie deshalb sorgfältig jede Ihrer Entscheidungen. Können wir jetzt beginnen?",,pre_2008_muki_c,RZ01
soep-pretest,pre_2008_muki_c,RP2,,RP2,Risk experiment mother: Are you absolutly sure that you do not want to take part in the experiment,,"Risikoexperiment Mutter: Das Experiment ist der Teil der Befragung, bei dem Sie Geld gewinnen können! Sind Sie sicher, dass Sie an dem Experiment nicht teilnehmen wollen?",,pre_2008_muki_c,RZ02
soep-pretest,pre_2008_muki_c,RP3,,RP3,Risk experiment mother: Changes in line,,Risikoexperiment Mutter: Wechsel in Zeile ...,,pre_2008_muki_c,r1sich
soep-pretest,pre_2008_muki_c,RZ7,,RZ7,"Risk experiment mother: If you receive the maximum amount  from the experiment today, what will you do with the money in the next few weeks?",,"Risikoexperiment Mutter: Falls Sie den Höchstbetrag aus dem Experiment heute erhalten, was werden Sie mit dem Geld in den nächsten Wochen machen?",,pre_2008_muki_c,R07
soep-pretest,pre_2008_muki_c,RZ8,,,Risk experiment mother: Which number from 1 to 9 do you choose as your lucky number?,,Risikoexperiment Mutter: Welche Zahl zwischen 1 und 9 wählen Sie als Ihre Glückszahl?,,pre_2008_muki_c,RZ08
soep-pretest,pre_2008_muki_c,RZ9,,,Risk experiment mother: Random number: number 1-9 by clicking,,Risikoexperiment Mutter: Zufallszahl: Zahl 1-9 durch Anklicken,,pre_2008_muki_c,RZ09
soep-pretest,pre_2008_muki_c,RZ10,,RZ10,Risk experiment mother: Random selection from line,,Risikoexperiment Mutter: Zufallsauswahl der Zeile,,pre_2008_muki_c,rzzeile
soep-pretest,pre_2008_muki_c,RZ11,,RZ11,Risk experiment mother: Secure or risk,,Risikoexperiment Mutter: Sicher oder Risiko,,pre_2008_muki_c,r_sicher
soep-pretest,pre_2008_muki_c,RZ12,,,Risk experiment mother: Winning amount,,Risikoexperiment Mutter: Gewinnbetrag,,pre_2008_muki_c,RZGEWIN
soep-pretest,pre_2008_muki_c,M20,,M20,"Would you be willing  to take part in an interview similar to the one we have been conducting, within the next month again?",,"Wären Sie bereit, in den nächsten Monaten wieder an einem Interview wie dem heutigen teilzunehmen?",,pre_2008_muki_c,m20
soep-pretest,pre_2009,1,,1,"In what mood are you at the moment? Please answer with the help of the following scale: ""0"" means outright bad, ""10"" means outright good.",,"In welcher Stimmung sind Sie im Moment? Antworten Sie bitte anhand der folgenden Skala, bei der ""0"" ganz und gar schlecht, ""10"" ganz und gar gut bedeutet.",,pre_2009,f001
soep-pretest,pre_2009,2,,2,Are you?,,Sind Sie ...?,,pre_2009,f002
soep-pretest,pre_2009,3,,,May I ask you about your age?,,Darf ich nach Ihrem Alter fragen?,,pre_2009,f003
soep-pretest,pre_2009,4,,4,Our next questions refer to your houeshold as a whole. How many people live in your household right now?,,"Unsere nächsten Fragen beziehen sich auf diesen Haushalt als ganzen. Wie viele Personen leben derzeit in Ihrem Haushalt, einschließlich Kindern und Ihnen selbst?",,pre_2009,f0041
soep-pretest,pre_2009,4_1,,4_1,Our next questions refer to your houeshold as a whole. How many of them are 16 years old or older?,,Wie viele davon sind 16 Jahre und älter?,,pre_2009,f0042
soep-pretest,pre_2009,4_2,1,4_2,How many of them are fully employed  at the moment?,Our next questions refer to your houeshold as a whole. How many of them are ... at the moment?,In Vollzeit erwerbstätig,Unsere nächsten Fragen beziehen sich auf diesen Haushalt als ganzen. Wie viele von diesen sind derzeit ,pre_2009,f004301
soep-pretest,pre_2009,4_2,2,4_2,Employed part-time,Our next questions refer to your houeshold as a whole. How many of them are ... at the moment?,In Teilzeit erwerbstätig,Unsere nächsten Fragen beziehen sich auf diesen Haushalt als ganzen. Wie viele von diesen sind derzeit ,pre_2009,f004302
soep-pretest,pre_2009,4_2,3,4_2,Registered unemployed,Our next questions refer to your houeshold as a whole. How many of them are ... at the moment?,Arbeitslos gemeldet,Unsere nächsten Fragen beziehen sich auf diesen Haushalt als ganzen. Wie viele von diesen sind derzeit ,pre_2009,f004303
